realtime_start,value,date,realtime_end
2019-12-06,27,2006-01-01,2019-12-06
2019-12-06,27.5,2007-01-01,2019-12-06
2019-12-06,27.7,2008-01-01,2019-12-06
2019-12-06,27.9,2009-01-01,2019-12-06
2019-12-06,28.2,2010-01-01,2019-12-06
2019-12-06,28.5,2011-01-01,2019-12-06
2019-12-06,29.1,2012-01-01,2019-12-06
