realtime_start,value,date,realtime_end
2019-12-06,84.1,2006-01-01,2019-12-06
2019-12-06,84.5,2007-01-01,2019-12-06
2019-12-06,85,2008-01-01,2019-12-06
2019-12-06,85.3,2009-01-01,2019-12-06
2019-12-06,85.6,2010-01-01,2019-12-06
2019-12-06,85.9,2011-01-01,2019-12-06
2019-12-06,86.4,2012-01-01,2019-12-06
